wallet_address,total_volume_usd,total_pnl_usd,total_trades,median_trade_usd,top5_volume_usd,pnl_0_3mo,pnl_3_6mo,pnl_6_9mo,pnl_9_12mo,profitable_categories,primary_category,total_markets,win_rate
0xe5836130a594c7d1932ea4c5f48f09e8853318c6,11582.22,-115586.05,32,164.21,2172.7,-72250.22,-24769.07,-13978.97,-4587.79,3,Crypto,197,44.0
0xa9a0e8f02017ac8aa617e61568dc3fbf6005b769,320288.81,-73812.64,48,3621.24,35704.7,-18822.53,-37219.95,-11515.84,-6254.33,5,Culture,55,50.7
0x1b58716f0d62115d995a29479ab7213867ff113e,9839.36,-63867.33,4,828.07,2883.54,-31810.27,-21486.35,-6220.58,-4350.14,1,Sports,252,47.8
0x2b49019be2629505cd2bab6d9312f4a5075f5d85,385827.64,201593.93,4,95845.68,118738.89,67267.48,114599.55,19190.35,536.55,1,Crypto,289,28.0
0xbec9530333f9bc0b6df6bf4e905eb0903ffca014,129301.47,149139.36,112,676.23,13054.91,56307.78,53046.76,31385.77,8399.05,2,Politics,53,51.6
0x3b3d243cc54a16a56095afaa13b95a83283bb80c,43770.89,-27939.95,24,668.99,13197.35,-15057.39,-3685.45,-6862.52,-2334.59,5,Macro,317,65.2
0x679a57770a3f303221d27ea4c8ff1b6498c9ddf0,55186.57,-24086.66,1,38729.79,16379.77,-15621.32,-6134.6,-2215.82,-114.93,5,Culture,84,46.9
0xbb2b5a31f20a8e9892c0e3dded7110e9b41648c2,16162.11,-86936.32,177,36.05,4776.68,-43074.46,-17671.26,-21063.55,-5127.05,2,Macro,73,58.4
0xa4253dd9427692b882990685db1b9021d4e99b9d,146114.29,-147650.43,82,1085.11,45014.66,-55232.22,-62188.54,-19633.18,-10596.5,4,Crypto,201,51.9
0x1ce1ada65266bd494d008c24db3b6d35982a31b4,24101.59,-4350.41,18,452.98,1749.54,-733.02,-1529.12,-765.11,-1323.16,5,Politics,195,26.3
0xd9b78c28e663cb8d06bba2e20438331d52cb3561,5160.5,-74828.16,7,268.69,770.98,-36745.55,-24864.79,-9192.37,-4025.45,5,Crypto,457,75.0
0xaa42d128fa862236fc051f3456510ea9837b9aed,4647.69,-1788.04,191,16.63,1764.85,-512.72,-136.28,-982.87,-156.18,4,Culture,34,25.0
0x7270c35ea159b03a63171058428142da0d0f521f,84556.55,-123016.47,92,368.46,6128.63,-32130.41,-23645.99,-43654.01,-23586.05,3,Politics,175,68.9
0xeb7831110cc41fe9b23fa84e2dc51e6ec4093963,1408706.57,-55957.96,1946,469.73,902560.62,-30565.9,-16199.31,-7736.92,-1455.82,5,Sports,367,46.4
0x3c0c14aa502ff97cf37caf755407d87e2198f654,82452.96,16890.17,102,378.8,15932.29,2663.44,6848.83,5245.81,2132.09,1,Culture,125,76.8
0x4fe8c3b7f1e2f46efd6ef64666554f7ac86f66e1,47227.11,34296.77,97,216.52,5120.97,17310.98,3330.33,9014.37,4641.09,2,Crypto,490,35.0
0x2331d7945b0909bd5b19fa8ce74236898690c92c,106048.55,38397.76,42,961.85,43671.59,21477.16,11223.89,842.1,4854.6,4,Politics,371,40.0
0xa2131658b11fd8467f575ee6053af27b5b2a701c,815864.43,-100639.12,185,5165.28,357361.19,-64298.11,-20397.76,-10906.12,-5037.12,0,Politics,473,69.8
0x2ad6789438ea997614eb05ebead42be6a26ce669,92852.27,73374.86,139,520.11,20647.26,14893.28,38680.14,11609.64,8191.8,3,Crypto,474,43.3
0x2eaa277664da548e80dc231a7860f8c1bc0dd046,26321.61,-59016.94,356,31.25,4637.03,-28287.55,-9292.44,-21029.91,-407.03,5,Crypto,55,57.1
0xb9a534dca014315fda883e232b15870b395bc681,547204.25,55628.63,24,11177.92,124872.93,7914.7,32048.64,15651.24,14.05,1,Culture,230,73.3
0x4d46782642b472ea00fff21945e38fd926d54e58,141140.75,4148.91,28,2666.59,19999.12,2060.13,661.45,1361.88,65.46,4,Culture,372,79.6
0x033275cc68a972d24d4f94f1cd5226b4a2a6e0c1,1291754.57,-105111.0,26,53917.44,771878.94,-65075.37,-17131.48,-21645.33,-1258.82,2,Crypto,5,56.5
0x54e89f0abd389b4999bfe7ef1382742303814774,86376.32,-20295.82,178,309.83,42803.64,-8105.89,-4533.15,-4926.09,-2730.69,5,Crypto,226,20.4
0xba04da1d8843d2d8bc7a40f978772b8f891571dd,5172.24,34229.1,516,5.0,2187.52,21727.29,4528.57,4164.93,3808.31,3,Culture,344,35.2
0x7c680957a05c38db404c2088189ffc4eaf973323,3880.35,54037.23,27,165.58,1623.16,32162.79,12854.28,7873.99,1146.18,0,Macro,396,9.9
0x6b5c732229805e1a05ed58275796be2eebcc0fc8,1626361.49,-6279.03,28,34736.12,387593.45,-3302.28,-533.61,-1291.13,-1152.01,4,Sports,208,42.4
0x68d6907eb39871b2c9890736dbf89c8dded4387f,1881032.6,127542.31,87,7509.07,86152.23,51668.04,36711.18,20021.47,19141.63,0,Macro,431,52.2
0x104d52732eb52e6a96dd24681f5e09cd5c520347,41812.96,85600.86,37,1239.21,3673.38,43672.9,15981.1,12689.69,13257.17,1,Macro,337,3.8
0x01a23062e5764c5ffcb94368dea60c98906a42b0,27823.2,-15532.33,227,50.04,8978.27,-9792.92,-1579.7,-3137.05,-1022.66,5,Sports,23,22.4
0x215244f160c32106da7eda85c0149b0228978220,1113355.05,65009.74,1,500000.0,112804.57,17338.18,9565.94,25527.52,12578.11,5,Culture,139,44.3
0x006807cd74f337f2e8d2071bc1e730de9ab21271,6541.41,159703.48,15,161.13,1886.05,57114.97,63515.55,24595.35,14477.62,0,Sports,469,26.4
0xd9fb8611b2fc9c61b1b80f881de557be5e7b3a42,10002.06,161838.77,16,256.06,1142.85,80640.47,31051.98,47016.94,3129.37,2,Crypto,2,51.3
0x9b126480ebfe2d881d3264e48a31ef04b92d9422,216783.32,-93239.99,1,78871.84,61285.87,-24737.9,-58868.32,-5052.22,-4581.56,0,Crypto,54,47.2
0x3a8c409875ebe64bbe95bb985a40ed7604c4d523,27195.04,-69122.65,12,1777.41,5602.94,-40734.12,-12213.8,-12436.18,-3738.54,1,Macro,172,51.9
0xf74c656f9b91192cc54168dba3a7c5d8a4b58c9c,59263.94,123793.5,13,2315.45,8726.67,43672.26,44510.63,32564.78,3045.84,5,Culture,496,31.2
0x1562140f7813841c5f9d96b1b33fc00082473801,43179.2,-79662.48,40,429.32,12284.25,-18062.17,-33189.77,-3711.87,-24698.67,1,Sports,352,66.4
0xf93f56b311dfa5c50960e0943bd5df24b8c725fb,117612.32,-100803.29,289,303.58,62730.77,-29471.37,-33508.94,-19803.41,-18019.57,3,Sports,74,33.7
0x52330480fb5daec355f75b831072bc5045bcec8a,999453.31,-33895.53,37,20657.22,525827.21,-15534.73,-7085.04,-10018.91,-1256.85,4,Macro,197,66.7
0x66e8d1dac8578abd96ab5aea57b9eb99bf38f0b9,71766.27,38618.14,11,7588.04,7335.47,18849.86,9285.83,9437.9,1044.56,5,Culture,469,23.4
0x5500b9da41dc3e76ce2ead706934e50aa80fc1f4,217048.82,-3191.74,50,1492.39,49629.96,-1208.92,-1032.66,-595.64,-354.51,2,Culture,110,68.2
0xa0a25d09befa35aca863abba93cad2ccd37c7bb5,1000.0,-47045.09,263,5.0,300.23,-21685.0,-21773.77,-2904.59,-681.73,4,Macro,288,49.2
0xe9640aac265f9791120799d88290313ff230fc21,54315.41,-48937.0,12,2059.06,23291.53,-26354.33,-3361.3,-16388.19,-2833.18,2,Macro,232,23.2
0xccfd716dc903d136b2c763ccba56969fbf15ac9c,11087.12,-51986.97,13,349.99,1441.12,-14721.76,-8636.15,-16538.31,-12090.75,0,Macro,380,12.2
0x1b821744fbd2077553b4a7c1b7ffe3684b8ed894,5231.08,-65360.77,126,21.08,2666.43,-19957.3,-14722.25,-2542.09,-28139.13,1,Culture,376,57.1
0x5154fad2c0d7ae3f3012d8b259d3223e624f2a07,10339.17,187530.63,39,143.5,1379.58,87381.22,53357.46,21075.23,25716.72,4,Politics,416,31.2
0xef093a63275e851870fc6909ae061d83ff887d56,30691.87,28800.89,144,119.14,8929.88,10819.76,4662.1,9560.14,3758.89,4,Crypto,60,34.2
0x6bf848adc440d610d65f3e55680d0a3b103c83a2,373922.97,75940.72,53,3193.87,132242.84,33761.15,17809.09,19447.83,4922.65,3,Politics,227,43.7
0x107e96fa07c27e7d7cda74810e6543c6d02a979e,4218.41,-34126.2,156,21.75,667.63,-13059.16,-8712.59,-529.47,-11824.97,4,Crypto,346,29.0
0x727f68f9bcf0844208e5918b5893b77e01a09ae0,63656.9,-9876.53,11,2101.51,17702.99,-4858.99,-1626.21,-2515.14,-876.19,4,Sports,210,64.1
0x2c5387b411e01769dedbfe42c04f5eb45f7d3633,22735.01,-52084.32,53,165.89,4148.93,-11860.54,-22914.52,-10127.91,-7181.35,2,Sports,334,44.0
0xeac9778c7817bec9405ef1766af8a32d57167f3b,31090.38,-207136.67,39,508.07,11808.15,-103337.32,-87207.43,-9388.38,-7203.53,1,Culture,318,70.8
0x0a9cf2015a5ee4f3a8b42d660470468d89565dcd,444860.33,-105240.74,8,26825.44,66670.97,-32378.12,-63030.81,-7571.43,-2260.39,5,Macro,185,24.4
0x1bd86c1fcd7ebb9f80662d8529f98f71a848d598,175646.88,-139849.49,5,31640.67,9670.17,-41827.94,-43329.62,-41764.92,-12927.01,5,Crypto,50,38.1
0xc013e6a873fdaf1494404667764755d797f1893d,868737.44,-174982.7,152,1944.56,372899.15,-63212.6,-66673.11,-33245.08,-11851.91,0,Culture,485,38.0
0x6ab0681a409ead0a5fd72d00144649005cce9e40,43957.94,-90628.72,32,493.0,6390.97,-24773.43,-41524.35,-20695.91,-3635.04,4,Politics,413,18.7
0xa9079e4b7414d47b195d4dc9910a6227769f58c7,14885.08,110996.45,11,478.47,2386.73,14245.99,50590.53,25916.17,20243.76,0,Macro,447,59.7
0x42892b4c1a18d852a8c30756a225954dc31b32a7,38264.67,1445.11,47,531.86,11114.63,668.35,472.36,185.99,118.41,5,Politics,150,43.8
0xd75c72547ec3a473366daae2ec1116eedaf1f264,97245.46,108245.1,296,280.29,28749.03,60288.67,13090.76,28977.11,5888.56,3,Sports,158,31.0
0xc263832eb7d2f66085cb3c366fbe516421657c78,85233.23,37878.61,1,67330.21,15702.6,10810.3,23210.67,3493.85,363.78,4,Politics,162,23.5
0xba3e7e7857daba0a00701a1dbf5702e0f0aa5923,6844.66,67604.71,5,1371.67,1877.59,32652.47,4920.22,20942.26,9089.77,4,Crypto,16,40.7
0x7d945e0c614ea5434b01f77e129d50f28f93e6cd,71752.61,-67071.76,13,5186.25,15102.36,-18979.09,-31632.35,-15977.1,-483.21,3,Macro,85,9.9
0x451d885d2aac870063e963d2af7ee1fdc84b1978,94509.6,46916.08,488,202.4,10094.3,16766.71,11437.41,8892.82,9819.14,1,Macro,154,40.2
0x29488b20435cc95d43fc3eed894ac8e735cc7555,9202153.36,63297.14,83,37234.32,2461923.54,20133.25,16908.76,10640.03,15615.09,4,Crypto,493,25.2
0x72194903bb312ff57194c993a3a035fc4d85b771,2555323.08,-41131.78,172,15428.51,504517.29,-12213.06,-18651.28,-7545.21,-2722.23,3,Culture,103,34.4
0x094cc04892c40134fbf70b160a01b283d5ffe524,10867.3,49763.23,9,1106.16,131.99,12053.63,19608.5,16245.04,1856.05,3,Sports,254,27.5
0xe23c3862acec554a5bd551c4a78f019c57f0bbef,33699.33,50295.02,10,1286.25,14644.32,13210.38,21775.72,8069.65,7239.27,1,Politics,274,63.1
0x431ae400ac30f482fd45f3f86e59144aab153d28,3207.08,-38964.21,106,14.57,1175.96,-22712.03,-14603.03,-1465.3,-183.86,0,Politics,180,53.9
0x048c42ed90c5cf18cc3f207f4b6d4b076a3a650f,18372.05,-84821.47,59,124.37,6810.71,-25125.42,-25711.58,-15084.73,-18899.74,3,Politics,459,56.8
0xbb94912d2a30e6e8643dd447758a30121bc5ec19,112556.43,-89730.27,124,414.86,17996.64,-52375.1,-31865.58,-716.02,-4773.56,2,Crypto,47,31.7
0x689027531b5cdb3ebbeb02d6e08808cbe8534db3,667775.45,11920.44,41,5942.53,529448.66,5138.56,2388.67,3180.82,1212.4,3,Crypto,435,46.2
0x3a77f154121f3ae32bac420f88ba654ffe03d0cf,13930.45,31160.79,82,77.06,7926.26,9138.83,5117.21,13911.29,2993.46,2,Culture,372,20.8
0xb299f502b40c7d55d0a1871c717ecf38532c1c7d,16182.85,-58402.07,69,120.36,7918.98,-33055.84,-16016.78,-8517.32,-812.13,5,Politics,153,36.0
0x96fd3409b150ef103a08b57075fc4d53b90d1ee1,1000.0,7126.83,175,5.0,259.59,2739.72,1392.89,2050.5,943.72,4,Sports,384,80.7
0x5904022c8cdc98eac151cbcefa4bbad4326100c9,43246.35,50642.96,183,132.45,15635.43,16001.22,17414.13,10677.75,6549.87,2,Culture,214,46.2
0xe003ac8fdd616fdd878496379c256df00804b533,7152.17,54455.26,4,1145.2,3395.66,28045.07,7125.16,18101.78,1183.26,4,Politics,485,76.1
0x486ebe221d56dd262c6ad0972aea33be816a5f27,20767.01,129150.41,1,11355.32,6761.67,105947.11,18151.03,3449.05,1603.22,3,Crypto,19,14.3
0xd84024d90fceaa0967b7d27bfeab0a6930b01a1d,10365.92,107158.47,245,36.06,895.63,39917.71,55357.24,10848.2,1035.32,3,Politics,15,26.0
0x769ef2fc3c727d79df8326b934b3969e04dd18a6,49586.55,-75103.31,324,59.96,8341.5,-59830.8,-12761.06,-1471.14,-1040.31,3,Crypto,272,44.1
0x4ee93ebf626b9fe58344e87a69a6d0e463f8ad9a,1780.31,139686.9,11,117.83,798.65,55970.88,15300.03,37932.73,30483.26,5,Culture,465,35.6
0x3cac4f2fc72575f99d4f148cc6fa0f238b91d4a2,3184.05,-37478.12,3,932.83,790.32,-6617.01,-26697.34,-3881.39,-282.38,1,Sports,32,65.9
0xa0878a2c84dc576624cb3f7627f93c555226dff1,4233307.77,88589.82,63,50071.99,829513.14,50063.09,24266.33,14015.86,244.55,2,Sports,389,54.6
0xa5c7e962a18fb8a49a3dfe30be35149785084b35,4560.35,10438.93,220,7.81,1219.31,6577.09,3040.76,760.59,60.48,1,Crypto,469,40.8
0xea3a032048d693d9aea610f1bcd4a3eef76623a0,6677.03,-27971.95,809,5.41,355.99,-15974.58,-4939.81,-5322.18,-1735.38,3,Macro,243,34.3
0xc925ce2f41dc7a880ee9885425b27ebf989d5b64,2359185.66,-139615.75,118,8657.61,846537.58,-58832.62,-46495.12,-24864.0,-9424.0,5,Culture,433,33.9
0xb7ddf406012d51bf333b465056155f82535b1c93,19977842.42,-8725.16,31,240097.7,5696563.53,-1968.14,-2751.89,-3732.95,-272.18,3,Politics,378,37.3
0x2eae8668d4e5292be8dfeff362ea539912cc74af,5749.49,-119750.66,14,422.93,392.75,-69246.07,-33618.65,-15688.81,-1197.13,1,Crypto,107,59.6
0x490ea1ae06ccaac6d366d8aee3344b78fe9c28fd,28667.0,82383.94,55,209.91,4804.18,56191.43,9678.73,6732.28,9781.51,5,Macro,427,14.7
0xc1635ec3183f271e693d2d23b3388ce1cf1aed61,118552.49,126343.41,34,2360.97,10433.5,65457.77,24406.3,21258.87,15220.47,4,Politics,349,26.5
0x21195570da35dedff6c51849a95f6bf5964e4a13,1900058.61,-58752.88,11,135310.02,661204.54,-35078.66,-9133.33,-12750.63,-1790.26,2,Culture,7,16.7
0x2f9043026262c612d775911a0454b8beef472832,8318.9,29157.66,1179,5.0,1684.27,4683.28,6201.83,16754.11,1518.44,0,Sports,284,30.6
0x95ee8a50ea801e69e7088453937462899f3dedc5,36660.1,-53031.32,794,16.48,4535.96,-13600.08,-27635.52,-6450.37,-5345.36,2,Crypto,327,21.3
0x1cfcfe5a4b6810e41d856e82c6e3ddf1bd66256c,283417.16,-45278.78,300,651.96,164777.59,-18540.2,-9457.78,-3536.1,-13744.7,4,Culture,400,44.1
0x3bd06e26af57365e34c65a19ea44230e32ca9485,142847.39,66959.58,13,5356.38,60308.59,13106.28,40656.39,10085.78,3111.13,3,Macro,385,35.6
0xc8355f81eab2b220bb248331eb6c9abdbf68a396,28217.22,1916.94,196,100.14,7158.62,414.78,1094.59,388.34,19.23,1,Culture,238,29.2
0x5090a746255daf1109b8cf39c39614600f1e2e24,45814.42,144171.84,142,159.77,12481.48,51867.79,39832.82,38007.08,14464.16,0,Macro,150,45.6
0xe959acdba5ccd3c304d592f7a75ff15f3826ef49,3828.42,-33578.6,106,16.66,976.84,-15625.02,-2440.88,-12840.87,-2671.83,5,Sports,96,59.2
0x398ee2b8297d898511c02f02926f3e367a57fca3,37184.69,84946.91,355,48.88,10853.4,31196.88,34549.63,9413.04,9787.36,2,Macro,45,39.6
0x3195a25725b9cbd769491df71279ea8dce7d8ec9,35144.56,12793.07,141,114.77,6069.41,4649.47,2355.59,2133.34,3654.67,4,Macro,320,15.3
0xdb0fe7376c9884cf14673f877b6d9fd76e8981ed,95257.57,68662.24,165,526.19,56489.79,27381.91,30182.17,8437.77,2660.39,2,Sports,479,49.4
0x6dd6dc8af41d334a130560eae55f8611e95805a7,19719.15,-30772.61,141,60.13,7401.17,-14696.93,-4405.75,-8402.07,-3267.87,0,Politics,41,28.4
0xedfe7b9f326ea8cbf2b4d15acd4c23cf55ce058c,153749.06,1035.29,91,739.59,33661.81,423.13,320.78,147.39,144.0,2,Macro,351,44.7
0x102b8d66ca10134b191ebe26c99d4cdd840b2205,453808.98,-4239.91,3,65721.02,125919.09,-1556.57,-1729.28,-943.91,-10.15,4,Crypto,292,31.1
0x84db031da08e791950ad1eb9191a170242688eee,81704.03,-61884.57,61,1390.94,18602.84,-22835.07,-30298.31,-5928.18,-2823.01,2,Macro,86,36.2
0xdc98d18539a78be6e3862cd01cc10d5627c5177b,120996.01,57966.52,23,2950.4,16256.52,30808.95,12658.82,14179.59,319.16,3,Politics,107,71.7
0x77e6c352d05ed0e54ed38ad0fc1a4d7420ed8302,66590.07,57019.92,8,4896.68,32303.73,31296.23,8094.86,17522.45,106.38,2,Crypto,142,18.5
0x55c8b614bcae5b6313286c5e21a7c7891c395dd5,59884.25,52484.38,680,88.89,2238.97,23965.84,8662.53,18217.79,1638.21,2,Culture,342,59.5
0xc4aeb84a48629c95a6792b26e735a69d90326847,14141.71,127957.25,730,15.03,2024.46,39358.5,25193.07,52403.64,11002.04,1,Culture,150,55.9
0xb17b814d1e4d7bb226c3f0a1bcd3cf471a4d6952,112756.8,120947.58,419,152.03,54854.21,25920.99,64366.69,22419.95,8239.95,1,Culture,414,64.8
0x741a3a497ec06daeb5820de183df2e77f5e40f70,49287.55,-24995.58,80,253.08,24217.04,-10418.18,-6030.11,-5065.17,-3482.12,1,Sports,185,25.6
0xaf8f1daceea9c72852c8b171fe1e3aa25c37b37c,3938602.87,34844.19,414,7198.84,960641.92,21342.45,3049.98,1896.43,8555.32,4,Politics,55,53.7
0x27462fb9af86f62b6e4fd08f4f5cd43353718039,1392637.24,-44888.06,55,9644.32,189423.28,-20445.97,-15074.77,-5698.0,-3669.32,2,Crypto,48,39.7
0x447c085613813ab0affa1e9fc64599234a524f16,129533.28,6868.43,74,874.89,16624.89,1412.99,3125.56,1962.63,367.26,4,Crypto,200,28.3
0xe75719422534a83d14764d779b991899041c7d56,13015.36,-42979.96,10,526.31,3359.87,-16400.52,-16784.51,-9699.7,-95.22,1,Sports,204,50.2
0x3492d7f22bb1a50740e639eedb3e60eacc680903,6471.59,134605.62,99,35.53,615.88,91449.74,26164.88,6531.35,10459.66,1,Politics,367,28.4
0xfe39074dedc3617642d724b4b5ec45f8df93b6c5,648414.81,34095.85,59,5789.66,199986.33,7957.11,8432.64,7789.84,9916.26,5,Politics,239,42.0
0xae7c87513ba2db00dd91edff80c52b798f2e5602,101265.24,-12442.33,7,6686.96,38027.33,-5906.08,-5523.89,-644.14,-368.22,5,Sports,82,10.6
0x8d249a2fd9d75f6ce09a8c99ce103cb0d00f2f2f,156417.94,100489.49,50,1100.94,38134.36,62244.74,24824.11,13414.45,6.19,2,Macro,107,61.7
0xe26736bec2e68e986f9be34faeb4e69f639d1036,1827.73,-168649.23,48,20.23,561.94,-85494.58,-53723.96,-25220.1,-4210.58,1,Politics,283,39.9
0x6e0398abacc9736e05fc90d2591afab93c50f1c1,382650.36,-156128.21,809,240.95,150914.3,-89627.59,-8178.58,-37313.49,-21008.56,4,Politics,167,36.5
0xe679caacf16f27a85a7dc8be7e5416771142f90c,148574.33,68667.09,208,336.24,40416.79,21973.83,35150.89,10161.35,1381.02,0,Sports,336,48.5
0x343508232ac89e9c03d47c4550d9fca7a89c3678,6497.28,9837.48,55,48.76,1625.74,4014.4,2940.66,1927.5,954.93,2,Culture,461,61.7
0xa56cf66ba8175575a8534c8b68b93fa394a4bc1d,23317.29,25035.7,79,308.07,14996.54,13099.66,9674.57,1116.99,1144.48,3,Culture,178,18.1
0x82fce160c02f65be7aeaaddad088bb3e1717afb4,101461.47,-101111.69,58,904.28,33642.56,-18383.76,-56624.08,-10709.46,-15394.38,4,Crypto,276,53.7
0x8cd10761d0e21406defce86093a7e10f49dd6713,66498.43,3141.3,40,894.04,26742.76,1037.17,1700.49,205.74,197.9,0,Politics,416,27.6
0x3422a8cdc7e47959b3ad3431f990cd784f8e7ac0,33378.18,165280.75,10,1180.4,10690.88,68107.54,48860.78,13234.59,35077.84,0,Politics,105,46.4
0x53d976ac58beeb184023289321227c4c3f88f650,48680.0,70935.97,43,600.35,14081.03,21510.05,28426.36,6430.06,14569.51,1,Culture,255,32.3
0xad214c0f4b345d67b065a1dcacb0aef5a50a7cb8,36172.17,18576.52,17,1162.52,10223.51,8144.34,6950.47,2689.08,792.63,0,Crypto,153,16.1
0xd0ddfc6bd4f817932b50f976eecfacb1f5f857d6,81236.91,-30124.31,8,3481.38,31141.77,-10937.75,-8911.48,-6087.85,-4187.22,3,Politics,313,29.8
0x05769186113a8d68d50485e274ba1ec0d40fc17d,1135954.64,-26565.83,117,5420.19,91741.23,-5306.77,-13330.05,-4756.0,-3173.02,5,Culture,371,27.7
0xb7469d6dc6f379358fe02c204f036a7cd78a6087,1000.0,-165335.83,98,8.52,488.03,-69150.0,-40665.72,-40068.27,-15451.84,1,Crypto,71,53.2
0x1678dcabc8532a1ee7421e15e2eeca85e89899f1,37283.25,25611.23,3,9730.35,9547.67,10526.47,7350.0,6212.57,1522.2,2,Sports,94,31.1
0x22940cfc3e434bfe65a9a589d69228eaf24f8d76,85222.85,72638.65,45,1876.18,5132.78,16694.8,35706.03,15102.8,5135.02,1,Crypto,12,60.9
0xfdce06648cf91668e50a1ed4f8374f90833674bd,108227.2,-121049.55,243,555.86,13109.39,-67752.83,-28584.72,-18753.69,-5958.31,0,Sports,7,39.6
0xf3c7ad792ac4a384662f957ee18a90d1e25b72b6,28457.61,-47913.35,267,60.89,3629.38,-18016.56,-23017.69,-6599.35,-279.75,4,Culture,26,34.8
0x944748bc80ef22906e3b26a9879d070b0fd82658,1783.9,-87597.17,254,5.0,126.32,-26431.61,-44969.91,-7643.61,-8552.04,1,Macro,353,66.2
0x6615b56b7cd5ca9e0519b276ac8cd16ac41fb15d,115380.54,-72228.1,57,838.66,31171.45,-22873.43,-13761.79,-15566.99,-20025.89,3,Politics,452,18.4
0x7e74c96a8ba9d597ee6e09ac6a8c3cfd0f792d74,1894945.11,9278.53,15,145085.12,623031.98,6460.18,1005.4,854.11,958.85,4,Macro,205,45.4
0xfa673a62138e77c351c1452c2863051de35f7b11,2785.76,-161752.17,10,135.63,528.24,-105678.42,-24157.68,-25825.68,-6090.4,5,Politics,441,25.1
0xfdaae1574a240547244c8bf39654f4ca21655b3f,336938.61,54141.64,91,3249.56,63553.45,29878.71,11359.58,2048.88,10854.47,1,Crypto,365,44.3
0x87658f1f22c47c31c1f5595ed97dee0bd29e924c,31037.44,65308.41,96,112.64,3207.83,31405.4,11408.81,14501.14,7993.07,3,Macro,403,60.1
0xadb0a8a9593a81566aba810a352283d8ad8000d3,52963.13,-15088.21,376,120.58,18210.57,-4908.01,-684.05,-5846.66,-3649.49,5,Politics,370,44.0
0x2d9e62cf48cf5fe687097981a6cd0487fe46ab86,7289.59,-193456.68,284,11.78,3718.3,-100508.73,-51611.68,-12337.39,-28998.88,2,Macro,100,42.1
0xaa47a3550c7a17cc6126d271d73e6925a778ccff,30671.45,-74713.49,44,459.29,5604.14,-44749.94,-14691.01,-5532.25,-9740.29,0,Sports,262,17.2
0x1eff9b8d0d79a60bd29f1e34fd1b7f0fc0551ac9,806201.66,103632.15,8,45570.05,147948.21,86784.02,8163.65,6956.54,1727.95,1,Macro,263,43.1
0xac868bd452b39b1291d71a09e6e47415d4bf7e21,192011.49,-217239.54,33,3408.69,76143.13,-77429.35,-58888.82,-74407.37,-6514.01,4,Crypto,321,61.3
0x3cd88250e37476296cbdecb262b40514c3e3f030,1913841.83,-22801.87,75,10326.05,530281.87,-6536.56,-10101.99,-2388.99,-3774.33,4,Politics,398,37.6
0x5231f67c1cab2a036bd6cb5160e11d97ef4b9dd7,630850.24,-89400.06,40,12062.2,100358.98,-36552.3,-28697.7,-15054.8,-9095.26,1,Macro,57,42.8
0x7d0b2da30e6d61ff2fae858e8f3e08782a6d2743,144087.11,69365.62,22,2345.16,39091.02,28073.6,4408.45,25088.28,11795.29,1,Sports,337,40.5
0x376b09012dd14ae7febc80d431e5e26b7973d74d,1958851.82,-49009.12,79,13047.14,162919.21,-19022.8,-11571.9,-15200.35,-3214.06,1,Culture,416,66.6
0x481be232cddc5594aca8942e9ae1ffd1e79d6be5,144060.17,37316.32,25,2339.2,26683.38,15845.63,6590.65,10002.17,4877.88,1,Culture,58,16.1
0xb801b6581bbce3ead2eb34f2445428992873b86e,313632.24,50236.83,21,5594.83,59392.79,15042.8,20901.46,5826.08,8466.5,4,Politics,208,57.4
0x358e851a586a08e1bbb39550a7b01a4b55e01c98,33085.75,151898.07,87,126.87,10618.84,41334.15,66388.52,39305.66,4869.73,5,Macro,447,71.2
0xb35dea27592552462be55110633f6e16a750e4a5,68397.51,-11235.36,29,1824.53,31413.33,-3591.61,-5410.52,-2038.14,-195.08,0,Sports,13,82.2
0x018730f27408709b265bd621f4f28c6cd359ec94,14841.05,35083.55,78,132.95,5074.01,10148.49,12321.08,12268.27,345.71,4,Macro,81,49.0
0x1b579f16f7f9169c57d9fc27c84176c0ab94b90f,433292.31,-113804.44,82,3911.35,107100.77,-54003.65,-22426.0,-31543.96,-5830.84,4,Crypto,402,29.5
0x21b9c9a3af7dda6d2a22a4c750184d85d2cbecf0,5672.54,100233.09,9,457.28,1657.13,44842.23,30494.77,17913.47,6982.62,3,Sports,86,62.0
0xf51d8188eb79178936df8620849cb3c67a703ff9,286272.86,-55840.71,26,5290.0,44495.11,-17706.53,-19935.46,-17127.36,-1071.35,5,Macro,351,41.2
0x34d4fbf35dc9e964e481c165e7f895ae23fdc8ed,40892.33,-39860.33,471,29.08,14556.74,-17584.4,-3516.52,-12351.4,-6408.02,0,Sports,450,6.6
0x874dbee009f028018efbfa6fecac5cb6311aad06,623119.87,3220.18,9,23244.23,346096.51,1435.97,505.51,872.31,406.38,4,Culture,249,46.2
0xaca5dac742037e303d35afb88f6ab810ea8cb19a,268804.06,-120030.75,2,68610.93,68745.89,-43903.35,-42275.51,-29373.45,-4478.44,0,Culture,242,40.6
0x1355bd21e544d88846a910d5456f7ac140662a82,2283665.34,23301.6,3,345090.73,832568.22,4913.88,13002.1,3708.17,1677.46,5,Politics,214,77.6
0xbb7342424eb89dbe6331c967af0909ba2480cdb5,258215.4,82397.3,57,1682.84,38451.85,33264.7,17149.26,19588.16,12395.18,2,Macro,187,23.8
